id,nombre,marca,codigo,ml_avg,costo,costo_flete,precio_prev,precio_nuevo,variacion_ars,margen_pct,estado
perfume-0001,Eter Flower,Armaf,84482,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0002,Eter Magical Oud,Armaf,84460,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0003,Eter Night,Armaf,84449,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0004,Eter Oasis,Armaf,84493,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0005,Eter Rose,Armaf,84438,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0006,Eter Star,Armaf,84450,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0007,Flavia Dolce Roma,Armaf,223837,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0008,Flavia Initial,Armaf,223804,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0009,Flavia Jade,Armaf,223770,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0010,Flavia Legende,Armaf,223780,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0011,Flavia Lyft,Armaf,234064,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0012,Flavia Opale Sombre,Armaf,223815,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0013,Flavia Rose&oud,Armaf,223791,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0014,Flavia Viva Roma,Armaf,223826,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0015,Flavia White Gold,Armaf,223860,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0016,Frsh Sure Shot,Armaf,968763,,38065,41110,57600,57600,0,40.1,objetivo
perfume-0017,Hunter,Armaf,976852,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0018,Hunter Intense,Armaf,877550,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0019,Hunter Jungle,Armaf,123130,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0020,Hunter Killer,Armaf,123129,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0021,Infinity Gold,Armaf,198275,,66200,71496,100100,100100,0,40.0,objetivo
perfume-0022,Infinity Silver,Armaf,198365,,66200,71496,100100,100100,0,40.0,objetivo
perfume-0023,Island Bliss,Armaf,206109,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0024,Island Breeze,Armaf,219741,,66200,71496,100100,100100,0,40.0,objetivo
perfume-0025,Ital.vivo,Armaf,846848,,38065,41110,57600,57600,0,40.1,objetivo
perfume-0026,L' Intense,Armaf,29492,,54615,58984,82600,82600,0,40.0,objetivo
perfume-0027,Le Parfait Panache,Armaf,241499,,52960,57196,80100,80100,0,40.0,objetivo
perfume-0028,Legesi,Armaf,877571,,38065,41110,57600,57600,0,40.1,objetivo
perfume-0029,Magnificent Jardin,Armaf,198286,,62890,67921,95100,95100,0,40.0,objetivo
perfume-0030,Magnificent Pour,Armaf,931248,,44685,48259,67600,67600,0,40.1,objetivo
perfume-0031,Match Point,Armaf,215805,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0032,Mignon Red,Armaf,877437,,38065,41110,57600,57600,0,40.1,objetivo
perfume-0033,Mini Cdn,Armaf,101483,,12412,13404,18800,18800,0,40.2,objetivo
perfume-0034,Mini Cdn 2pc X,Armaf,198300,,62890,67921,95100,95100,0,40.0,objetivo
perfume-0035,Mini Cdn Iconic,Armaf,101428,,12412,13404,18800,18800,0,40.2,objetivo
perfume-0036,Mini Cdn Imperiale,Armaf,101417,,12412,13404,18800,18800,0,40.2,objetivo
perfume-0037,Mini Cdn Intense,Armaf,101494,,11585,12511,17550,17550,0,40.3,objetivo
perfume-0038,Mini Cdn Sillage,Armaf,101439,,11585,12511,17550,17550,0,40.3,objetivo
perfume-0039,Mini Cdn Untold,Armaf,101450,,12412,13404,18800,18800,0,40.2,objetivo
perfume-0040,Mini Cdn Urban,Armaf,101507,,12412,13404,18800,18800,0,40.2,objetivo
perfume-0041,Miss Attitude,Armaf,37346,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0042,Miss Catwalk,Armaf,37357,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0043,Miss Chic,Armaf,37368,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0044,Miss Dazzling,Armaf,37379,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0045,Miss Grandeur,Armaf,37380,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0046,Miss Magnifiq,Armaf,37403,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0047,Miss Mistique,Armaf,37414,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0048,Miss Voce Viva,Armaf,37436,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0049,Momento Fleur,Armaf,931292,,46340,50047,70100,70100,0,40.1,objetivo
perfume-0050,Mosaic Opal Malaky L,Armaf,215759,,62890,67921,95100,95100,0,40.0,objetivo
perfume-0051,Mosaic Topaz Malaky,Armaf,215760,,62890,67921,95100,95100,0,40.0,objetivo
perfume-0052,Odyseey Aoud,Armaf,117323,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0053,Odyssey Aoud,Armaf,234670,,6620,7149,10050,10050,0,40.6,objetivo
perfume-0054,Odyssey Aqua,Armaf,200720,,43030,46472,65100,65100,0,40.1,objetivo
perfume-0055,Odyssey Ba Ha Mas,Armaf,215748,,46340,50047,70100,70100,0,40.1,objetivo
perfume-0056,Odyssey Black Forest,Armaf,223703,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0057,Odyssey Candee,Armaf,234659,,6620,7149,10050,10050,0,40.6,objetivo
perfume-0058,Odyssey Candee,Armaf,95418,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0059,Odyssey Chocolate Edit,Armaf,198376,,28118,30367,42550,42550,0,40.1,objetivo
perfume-0060,Odyssey,Armaf,877426,,38065,41110,57600,57600,0,40.1,objetivo
perfume-0061,Odyssey Go Mango,Armaf,215737,,43030,46472,65100,65100,0,40.1,objetivo
perfume-0062,Odyssey,Armaf,234660,,6620,7149,10050,10050,0,40.6,objetivo
perfume-0063,Odyssey Limoni,Armaf,103193,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0064,Odyssey Mandarin Sky,Armaf,103239,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0065,Odyssey Mandaryn Sky,Armaf,251366,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0066,Odyssey Marshmallow,Armaf,215647,,43030,46472,65100,65100,0,40.1,objetivo
perfume-0067,Odyssey Mega,Armaf,200710,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0068,Odyssey Revolution,Armaf,223714,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0069,Odyssey Spectra,Armaf,198387,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0070,Odyssey Toffe Coffe,Armaf,234604,,52960,57196,80100,80100,0,40.0,objetivo
perfume-0071,Odyssey Tyrant,Armaf,117299,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0072,Odyssey White,Armaf,206096,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0073,Odyssey Wild One,Armaf,117187,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0074,Orchestra Tempo Tune,Armaf,215770,,74475,80433,112650,112650,0,40.1,objetivo
perfume-0075,Oros,Armaf,122936,,82750,89370,125150,125150,0,40.0,objetivo
perfume-0076,Oros The Inventor,Armaf,122980,,135710,146566,205200,205200,0,40.0,objetivo
perfume-0077,Private Key Dreams,Armaf,37324,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0078,Private Key Life,Armaf,37302,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0079,Private Key Love,Armaf,37313,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0080,Private Key Soul,Armaf,78182,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0081,Private Key Sucess,Armaf,37335,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0082,Profumi Art Acqua Mia,Armaf,122295,,79440,85795,120150,120150,0,40.0,objetivo
perfume-0083,Profumi Art Voglie,Armaf,84540,,79440,85795,120150,120150,0,40.0,objetivo
perfume-0084,Profumi Art Legni,Armaf,84539,,79440,85795,120150,120150,0,40.0,objetivo
perfume-0085,Profumi Art Belin,Armaf,84517,,79440,85795,120150,120150,0,40.0,objetivo
perfume-0086,Profumi Art Per Me,Armaf,84561,,79440,85795,120150,120150,0,40.0,objetivo
perfume-0087,Profumi D'art E Tanta,Armaf,84550,,79440,85795,120150,120150,0,40.0,objetivo
perfume-0088,Profumi D'art Acqua Tua,Armaf,84528,,79440,85795,120150,120150,0,40.0,objetivo
perfume-0089,Red Sky,Armaf,198297,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0090,Scentasy Noir,Armaf,219752,,62890,67921,95100,95100,0,40.0,objetivo
perfume-0091,Shk I,Armaf,206153,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0092,Shk Ii,Armaf,206164,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0093,Shk Iii,Armaf,223736,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0094,Shk Iv,Armaf,223725,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0095,Tag Colorata,Armaf,217908,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0096,Tag di Terra,Armaf,217919,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0097,Tag Nero,Armaf,122712,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0098,Tag Rosso,Armaf,122688,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0099,The Pride Admiral,Armaf,122969,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0100,The Pride Of Rouge,Armaf,976863,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0101,The Pride Of,Armaf,877640,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0102,The Pride Rose Oud,Armaf,123107,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0103,Tres Altin,Armaf,865691,,38065,41110,57600,57600,0,40.1,objetivo
perfume-0104,Uniq Effects,Armaf,198398,,43030,46472,65100,65100,0,40.1,objetivo
perfume-0105,Uniq Oud Forever,Armaf,198400,,43030,46472,65100,65100,0,40.1,objetivo
perfume-0106,Vitesse Carbon,Armaf,877380,,38065,41110,57600,57600,0,40.1,objetivo
perfume-0107,Yumyum,Armaf,200911,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0108,Basi Uniform Build Your Self,Armand,44243,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0109,Basi Uniform Don't Look,Armand,44265,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0110,Acqua di Gio Profondo,Armani,240220,,135710,146566,205200,205200,0,40.0,objetivo
perfume-0111,Acqua di Gio Absolu,Armani,834979,,163845,176952,247750,247750,0,40.0,objetivo
perfume-0112,Acqua di Gio Absolu,Armani,834980,,102610,110818,155150,155150,0,40.0,objetivo
perfume-0113,Acqua di Gio,Armani,992097,,152260,164440,230250,230250,0,40.0,objetivo
perfume-0114,Acqua di Gio,Armani,992100,,109213,117950,165150,165150,0,40.0,objetivo
perfume-0115,Acqua di Gio,Armani,605459,,91025,98307,137650,137650,0,40.0,objetivo
perfume-0116,Acqua di Gio,Armani,192810,,157225,169803,237750,237750,0,40.0,objetivo
perfume-0117,Acqua di Gio,Armani,10392,,79440,85795,120150,120150,0,40.0,objetivo
perfume-0118,Acqua di Gio Profondo,Armani,943150,,132400,142992,200200,200200,0,40.0,objetivo
perfume-0119,Acqua di Gio Profondo,Armani,811638,,173775,187677,262750,262750,0,40.0,objetivo
perfume-0120,Acqua di Gio Profumo,Armani,953072,,175430,189464,265300,265300,0,40.0,objetivo
perfume-0121,Acqua di Gio Profumo,Armani,715136,,109230,117968,165200,165200,0,40.0,objetivo
perfume-0122,Acqua di Gioia,Armani,701827,,91025,98307,137650,137650,0,40.0,objetivo
perfume-0123,Air di Gioia,Armani,920538,,115850,125118,175200,175200,0,40.0,objetivo
perfume-0124,Code Absolu,Armani,17502,,99300,107244,150150,150150,0,40.0,objetivo
perfume-0125,Code Absolu,Armani,885592,,124125,134055,187700,187700,0,40.0,objetivo
perfume-0126,Code,Armani,573766,,92680,100094,140150,140150,0,40.0,objetivo
perfume-0127,Code,Armani,36883,,124125,134055,187700,187700,0,40.0,objetivo
perfume-0128,Code,Armani,44164,,119160,128692,180200,180200,0,40.0,objetivo
perfume-0129,Code,Armani,948807,,162190,175165,245250,245250,0,40.0,objetivo
perfume-0130,Code Refill,Armani,117277,,190325,205551,287800,287800,0,40.0,objetivo
perfume-0131,Code,Armani,989150,,119160,128692,180200,180200,0,40.0,objetivo
perfume-0132,Code Profumo,Armani,746331,,122470,132267,185200,185200,0,40.0,objetivo
perfume-0133,Eau de Nuit,Armani,654788,,162190,175165,245250,245250,0,40.0,objetivo
perfume-0134,Emporio Diamonds,Armani,58472,,86060,92944,130150,130150,0,40.0,objetivo
perfume-0135,Emporio,Armani,123263,,82750,89370,125150,125150,0,40.0,objetivo
perfume-0136,My Way,Armani,20035,,82750,89370,125150,125150,0,40.0,objetivo
perfume-0137,My Way,Armani,943161,,168810,182314,255250,255250,0,40.0,objetivo
perfume-0138,My Way Intense,Armani,63266,,178740,193039,270300,270300,0,40.0,objetivo
perfume-0139,Prive Oud Royal,Armani,971803,,496500,536220,750750,750750,0,40.0,objetivo
perfume-0140,Si,Armani,687908,,124125,134055,187700,187700,0,40.0,objetivo
perfume-0141,Si Intense,Armani,975470,,170465,184102,257750,257750,0,40.0,objetivo
perfume-0142,Si Intense,Armani,766792,,92680,100094,140150,140150,0,40.0,objetivo
perfume-0143,Si Passione Intense,Armani,817813,,112540,121543,170200,170200,0,40.0,objetivo
perfume-0144,Si Passione Intense (refillable),Armani,204476,,190325,205551,287800,287800,0,40.0,objetivo
perfume-0145,Si Passione Intense (refilable),Armani,204487,,162190,175165,245250,245250,0,40.0,objetivo
perfume-0146,Si Passione Red Musk,Armani,254516,,198600,214488,300300,300300,0,40.0,objetivo
perfume-0147,Stronger With You,Armani,790385,,112540,121543,170200,170200,0,40.0,objetivo
perfume-0148,Verde,Armani,605448,,115850,125118,175200,175200,0,40.0,objetivo
perfume-0149,You Because,Armani,790396,,115850,125118,175200,175200,0,40.0,objetivo
perfume-0150,You Because,Armani,790410,,92680,100094,140150,140150,0,40.0,objetivo
perfume-0151,You In Love,Armani,887853,,124125,134055,187700,187700,0,40.0,objetivo
perfume-0152,You Stronger Absolutely,Armani,954714,,162190,175165,245250,245250,0,40.0,objetivo
perfume-0153,You Stronger Intensely With,Armani,933441,,135710,146566,205200,205200,0,40.0,objetivo
perfume-0154,Black Opulent,Arqus,934868,,19860,21448,30050,30050,0,40.1,objetivo
perfume-0155,Black Scent,Arqus,934778,,16533,17855,25000,25000,0,40.0,objetivo
perfume-0156,Delight Woody,Arqus,934958,,19860,21448,30050,30050,0,40.1,objetivo
perfume-0157,Eleganza,Arqus,934969,,18205,19661,27550,27550,0,40.1,objetivo
perfume-0158,La Bella,Arqus,934903,,16550,17874,25050,25050,0,40.1,objetivo
perfume-0159,Magnate,Arqus,934914,,23170,25023,35050,35050,0,40.1,objetivo
perfume-0160,Midnight Rosa,Arqus,934925,,19860,21448,30050,30050,0,40.1,objetivo
perfume-0161,Party,Arqus,953612,,18205,19661,27550,27550,0,40.1,objetivo
perfume-0162,Victor,Arqus,934980,,18205,19661,27550,27550,0,40.1,objetivo
perfume-0163,Voyage,Arqus,933913,,18205,19661,27550,27550,0,40.1,objetivo
perfume-0164,ARROGANCE FEMME EDP F 100ML,Arrogance,96788,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0165,ARROGANCE FEMME EDT 100ML,Arrogance,978540,,46340,50047,70100,70100,0,40.1,objetivo
perfume-0166,Passion,Arrogance,37111,,46340,50047,70100,70100,0,40.1,objetivo
perfume-0167,Madera Black,Arsenal,40430,,31445,33960,47550,47550,0,40.0,objetivo
perfume-0168,Madera Blue,Arsenal,164325,,31445,33960,47550,47550,0,40.0,objetivo
perfume-0169,Madera Cinza,Arsenal,18558,,33100,35748,50050,50050,0,40.0,objetivo
perfume-0170,Andaleeb,Asdaaf,206759,,18205,19661,27550,27550,0,40.1,objetivo
perfume-0171,Ameer,Assala,108918,,36393,39304,55050,55050,0,40.1,objetivo
perfume-0172,Fakhama,Assala,108929,,46340,50047,70100,70100,0,40.1,objetivo
perfume-0173,Prime Royal Arabian Oud,Assala,101832,,61218,66115,92600,92600,0,40.1,objetivo
perfume-0174,Prime Divine,Assala,217818,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0175,Prime,Assala,217829,,62890,67921,95100,95100,0,40.0,objetivo
perfume-0176,Prime Hayati,Assala,217873,,56270,60771,85100,85100,0,40.0,objetivo
perfume-0177,Prime Malik Siba,Assala,217895,,46340,50047,70100,70100,0,40.1,objetivo
perfume-0178,Prime Nasma Candy,Assala,217840,,44668,48241,67550,67550,0,40.0,objetivo
perfume-0179,Prime Nasma,Assala,199063,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0180,Prime Nasma White Blossom,Assala,217851,,46323,50028,70050,70050,0,40.0,objetivo
perfume-0181,Prime Royal Rose,Assala,101685,,69510,75070,105100,105100,0,40.0,objetivo
perfume-0182,Prime Royal Xo,Assala,101709,,69510,75070,105100,105100,0,40.0,objetivo
perfume-0183,Cherry In The Woods,Aurora,238999,,62890,67921,95100,95100,0,40.0,objetivo
perfume-0184,Deciduous Spring,Aurora,238955,,57925,62559,87600,87600,0,40.0,objetivo
perfume-0185,Habanera Pink,Aurora,240689,,52960,57196,80100,80100,0,40.0,objetivo
perfume-0186,Lord Sport,Aurora,238922,,41375,44685,62600,62600,0,40.1,objetivo
perfume-0187,Olibanum,Aurora,243907,,46340,50047,70100,70100,0,40.1,objetivo
perfume-0188,Pharaoh,Aurora,238911,,56270,60771,85100,85100,0,40.0,objetivo
perfume-0189,Miracle Curls Leave In,Aussie,951575,,8258,8918,12500,12500,0,40.2,objetivo
perfume-0190,Miss Dona,Avec,114274,,14895,16086,22550,22550,0,40.2,objetivo
perfume-0191,Black Caviar,Axis,934295,,34755,37535,52550,52550,0,40.0,objetivo
perfume-0192,Blooming,Axis,67900,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0193,Elegant Grey,Axis,67911,,39720,42897,60100,60100,0,40.1,objetivo
perfume-0194,Midnight,Axis,67898,,36410,39322,55100,55100,0,40.1,objetivo
perfume-0195,Signature,Axis,983569,,33100,35748,50050,50050,0,40.0,objetivo
perfume-0196,Winner,Axis,58002,,34755,37535,52550,52550,0,40.0,objetivo
perfume-0197,Chrome Aqua,Azzaro,949863,,43013,46454,65050,65050,0,40.0,objetivo
perfume-0198,Chrome Azure,Azzaro,200169,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0199,Chrome,Azzaro,956839,,66183,71477,100100,100100,0,40.0,objetivo
perfume-0200,Chrome,Azzaro,52242,,56270,60771,85100,85100,0,40.0,objetivo
perfume-0201,Chrome,Azzaro,957761,,119160,128692,180200,180200,0,40.0,objetivo
perfume-0202,Chrome,Azzaro,144468,,34755,37535,52550,52550,0,40.0,objetivo
perfume-0203,Chrome Extreme,Azzaro,941293,,86060,92944,130150,130150,0,40.0,objetivo
perfume-0204,Chrome Intense,Azzaro,878416,,62890,67921,95100,95100,0,40.0,objetivo
perfume-0205,Chrome Intense,Azzaro,873130,,46340,50047,70100,70100,0,40.1,objetivo
perfume-0206,Chrome Legend,Azzaro,565352,,49650,53622,75100,75100,0,40.1,objetivo
perfume-0207,Chrome Sport,Azzaro,659962,,59580,64346,90100,90100,0,40.0,objetivo
perfume-0208,Chrome United,Azzaro,677064,,46340,50047,70100,70100,0,40.1,objetivo
perfume-0209,Intense,Azzaro,20911,,52960,57196,80100,80100,0,40.0,objetivo
